#date+time,068-atp
"01-07-2023 0300",19.0
"01-07-2023 0400",18.6
"01-07-2023 0500",18.6
"01-07-2023 0600",19.2
"01-07-2023 0700",19.3
"01-07-2023 0800",18.9
"01-07-2023 0900",18.7
"01-07-2023 1000",18.4
"01-07-2023 1100",18.4
"01-07-2023 1200",18.7
"01-07-2023 1300",18.5
"01-07-2023 1400",18.8
"01-07-2023 1500",19.8
"01-07-2023 1600",20.7
"01-07-2023 1700",21.7
"01-07-2023 1800",22.1
"01-07-2023 1900",22.6
"01-07-2023 2000",22.5
"01-07-2023 2100",22.1
"01-07-2023 2200",22.0
"01-07-2023 2300",21.5
"01-08-2023 0000",20.9
"01-08-2023 0100",20.8
"01-08-2023 0200",20.6
"01-08-2023 0300",20.5
"01-08-2023 0400",20.1
"01-08-2023 0500",20.1
"01-08-2023 0600",19.8
"01-08-2023 0700",19.9
"01-08-2023 0800",19.8
"01-08-2023 0900",19.1
"01-08-2023 1000",19.3
"01-08-2023 1100",19.4
"01-08-2023 1200",19.1
"01-08-2023 1300",14.5
"01-08-2023 1400",14.0
"01-08-2023 1500",14.7
"01-08-2023 1600",14.8
"01-08-2023 1700",14.9
"01-08-2023 1800",16.0
"01-08-2023 1900",16.4
"01-08-2023 2000",17.4
"01-08-2023 2100",18.5
"01-08-2023 2200",18.1
"01-08-2023 2300",17.7
"01-09-2023 0000",17.6
"01-09-2023 0100",17.6
"01-09-2023 0200",17.9
"01-09-2023 0300",17.7
"01-09-2023 0400",17.4
"01-09-2023 0500",17.3
"01-09-2023 0600",17.8
"01-09-2023 0700",15.5
"01-09-2023 0800",15.8
"01-09-2023 0900",15.8
"01-09-2023 1000",16.3
"01-09-2023 1100",16.1
"01-09-2023 1200",15.4
"01-09-2023 1300",15.8
"01-09-2023 1400",16.3
"01-09-2023 1500",17.2
"01-09-2023 1600",18.1
"01-09-2023 1700",18.5
"01-09-2023 1800",18.9
"01-09-2023 1900",19.2
"01-09-2023 2000",19.0
"01-09-2023 2100",20.0
"01-09-2023 2200",19.6
"01-09-2023 2300",19.3
"01-10-2023 0000",18.6
"01-10-2023 0100",18.0
"01-10-2023 0200",18.5
"01-10-2023 0300",17.6
"01-10-2023 0400",17.5
"01-10-2023 0500",17.3
"01-10-2023 0600",17.4
"01-10-2023 0700",17.7
"01-10-2023 0800",17.8
"01-10-2023 0900",17.5
"01-10-2023 1000",17.3
"01-10-2023 1100",16.7
"01-10-2023 1200",17.1
"01-10-2023 1300",17.2
"01-10-2023 1400",17.0
"01-10-2023 1500",17.0
"01-10-2023 1600",17.1
"01-10-2023 1700",17.5
"01-10-2023 1800",18.2
"01-10-2023 1900",18.2
"01-10-2023 2000",19.7
"01-10-2023 2100",18.9
"01-10-2023 2200",20.0
"01-10-2023 2300",20.1
"01-11-2023 0000",19.4
"01-11-2023 0100",19.5
"01-11-2023 0200",19.6
"01-11-2023 0300",20.0
"01-11-2023 0400",19.9
"01-11-2023 0500",19.7
"01-11-2023 0600",19.6
"01-11-2023 0700",20.0
"01-11-2023 0800",19.9
"01-11-2023 0900",20.0
"01-11-2023 1000",19.9
"01-11-2023 1100",20.0
"01-11-2023 1200",19.7
"01-11-2023 1300",19.8
"01-11-2023 1400",19.5
"01-11-2023 1500",20.3
"01-11-2023 1600",20.9
"01-11-2023 1700",21.7
"01-11-2023 1800",22.7
"01-11-2023 1900",22.6
"01-11-2023 2000",22.7
"01-11-2023 2100",22.5
"01-11-2023 2200",22.1
"01-11-2023 2300",21.8
"01-12-2023 0000",21.0
"01-12-2023 0100",20.8
"01-12-2023 0200",20.2
"01-12-2023 0300",20.2
"01-12-2023 0400",20.4
"01-12-2023 0500",21.1
"01-12-2023 0600",21.3
"01-12-2023 0700",20.9
"01-12-2023 0800",20.7
"01-12-2023 0900",20.5
"01-12-2023 1000",20.5
"01-12-2023 1100",19.2
"01-12-2023 1200",20.7
"01-12-2023 1300",19.9
"01-12-2023 1400",20.0
"01-12-2023 1500",19.3
"01-12-2023 1600",20.6
"01-12-2023 1700",20.5
"01-12-2023 1800",20.7
"01-12-2023 1900",20.8
"01-12-2023 2000",21.0
"01-12-2023 2100",20.9
"01-12-2023 2200",20.7
"01-12-2023 2300",20.1
"01-13-2023 0000",18.5
"01-13-2023 0100",16.6
"01-13-2023 0200",15.1
"01-13-2023 0300",14.7
"01-13-2023 0400",14.7
"01-13-2023 0500",13.9
"01-13-2023 0600",12.8
"01-13-2023 0700",11.9
"01-13-2023 0800",11.5
"01-13-2023 0900",10.6
"01-13-2023 1000",10.2
"01-13-2023 1100",9.7
"01-13-2023 1200",9.2
"01-13-2023 1300",8.8
"01-13-2023 1400",8.9
"01-13-2023 1500",9.9
"01-13-2023 1600",11.9
"01-13-2023 1700",12.9
"01-13-2023 1800",13.3
"01-13-2023 1900",14.2
"01-13-2023 2000",15.0
"01-13-2023 2100",15.7
"01-13-2023 2200",15.4
"01-13-2023 2300",15.1
"01-14-2023 0000",14.7
"01-14-2023 0100",14.4
"01-14-2023 0200",14.5
"01-14-2023 0300",14.7
"01-14-2023 0400",14.1
"01-14-2023 0500",14.1
"01-14-2023 0600",13.8
"01-14-2023 0700",13.9
"01-14-2023 0800",11.3
"01-14-2023 0900",9.7
"01-14-2023 1000",9.4
"01-14-2023 1100",9.5
"01-14-2023 1200",9.2
"01-14-2023 1300",9.6
"01-14-2023 1400",8.1
"01-14-2023 1500",12.0
"01-14-2023 1600",14.5
"01-14-2023 1700",17.2
"01-14-2023 1800",17.1
"01-14-2023 1900",17.4
"01-14-2023 2000",18.3
"01-14-2023 2100",18.2
"01-14-2023 2200",18.1
"01-14-2023 2300",17.7
"01-15-2023 0000",17.1
"01-15-2023 0100",16.5
"01-15-2023 0200",16.5
"01-15-2023 0300",16.5
"01-15-2023 0400",16.2
"01-15-2023 0500",16.4
"01-15-2023 0600",16.2
"01-15-2023 0700",16.3
"01-15-2023 0800",16.1
"01-15-2023 0900",16.0
"01-15-2023 1000",16.2
"01-15-2023 1100",16.7
"01-15-2023 1200",16.7
"01-15-2023 1300",16.4
"01-15-2023 1400",17.0
"01-15-2023 1500",17.7
"01-15-2023 1600",18.5
"01-15-2023 1700",19.4
"01-15-2023 1800",19.9
"01-15-2023 1900",20.5
"01-15-2023 2000",20.5
"01-15-2023 2100",20.6
"01-15-2023 2200",20.3
"01-15-2023 2300",19.9
"01-16-2023 0000",19.1
"01-16-2023 0100",18.9
"01-16-2023 0200",18.5
"01-16-2023 0300",18.7
"01-16-2023 0400",18.6
"01-16-2023 0500",18.1
"01-16-2023 0600",17.9
"01-16-2023 0700",17.8
"01-16-2023 0800",18.0
"01-16-2023 0900",18.0
"01-16-2023 1000",17.9
"01-16-2023 1100",18.0
"01-16-2023 1200",17.6
"01-16-2023 1300",17.7
"01-16-2023 1400",18.1
"01-16-2023 1500",18.7
"01-16-2023 1600",18.6
"01-16-2023 1700",19.9
"01-16-2023 1800",21.5
"01-16-2023 1900",22.1
"01-16-2023 2000",22.6
"01-16-2023 2100",22.4
"01-16-2023 2200",22.3
"01-16-2023 2300",21.1
"01-17-2023 0000",20.3
"01-17-2023 0100",20.2
"01-17-2023 0200",20.1
"01-17-2023 0300",19.8
"01-17-2023 0400",19.6
"01-17-2023 0500",19.6
"01-17-2023 0600",19.2
"01-17-2023 0700",18.2
"01-17-2023 0800",18.8
"01-17-2023 0900",19.5
"01-17-2023 1000",19.8
"01-17-2023 1100",19.5
"01-17-2023 1200",19.4
"01-17-2023 1300",18.9
"01-17-2023 1400",18.1
"01-17-2023 1500",18.7
"01-17-2023 1600",19.9
"01-17-2023 1700",20.4
"01-17-2023 1800",20.5
"01-17-2023 1900",21.4
"01-17-2023 2000",21.4
"01-17-2023 2100",21.3
"01-17-2023 2200",21.3
"01-17-2023 2300",20.9
"01-18-2023 0000",20.6
"01-18-2023 0100",20.6
"01-18-2023 0200",20.4
"01-18-2023 0300",20.7
"01-18-2023 0400",20.4
"01-18-2023 0500",20.3
"01-18-2023 0600",20.3
"01-18-2023 0700",20.4
"01-18-2023 0800",20.4
"01-18-2023 0900",20.0
"01-18-2023 1000",20.2
"01-18-2023 1100",19.8
"01-18-2023 1200",20.2
"01-18-2023 1300",20.1
"01-18-2023 1400",20.1
"01-18-2023 1500",20.2
"01-18-2023 1600",20.5
"01-18-2023 1700",21.8
"01-18-2023 1800",23.7
"01-18-2023 1900",23.9
"01-18-2023 2000",24.2
"01-18-2023 2100",23.5
"01-18-2023 2200",23.2
"01-18-2023 2300",22.2
"01-19-2023 0000",21.5
"01-19-2023 0100",20.9
"01-19-2023 0200",20.4
"01-19-2023 0300",19.5
"01-19-2023 0400",19.4
"01-19-2023 0500",19.0
"01-19-2023 0600",18.4
"01-19-2023 0700",18.2
"01-19-2023 0800",18.9
"01-19-2023 0900",19.3
"01-19-2023 1000",16.8
"01-19-2023 1100",16.9
"01-19-2023 1200",17.0
"01-19-2023 1300",15.9
"01-19-2023 1400",16.7
"01-19-2023 1500",16.4
"01-19-2023 1600",17.6
"01-19-2023 1700",18.6
"01-19-2023 1800",18.7
"01-19-2023 1900",19.3
"01-19-2023 2000",19.1
"01-19-2023 2100",19.4
"01-19-2023 2200",19.0
"01-19-2023 2300",18.7
"01-20-2023 0000",18.2
"01-20-2023 0100",18.3
"01-20-2023 0200",18.3
"01-20-2023 0300",18.3
"01-20-2023 0400",18.3
"01-20-2023 0500",18.3
"01-20-2023 0600",18.3
"01-20-2023 0700",18.0
"01-20-2023 0800",18.4
"01-20-2023 0900",17.8
"01-20-2023 1000",17.9
"01-20-2023 1100",17.4
"01-20-2023 1200",17.3
"01-20-2023 1300",17.1
"01-20-2023 1400",17.3
"01-20-2023 1500",17.8
"01-20-2023 1600",18.1
"01-20-2023 1700",17.9
"01-20-2023 1800",18.1
"01-20-2023 1900",18.1
"01-20-2023 2000",17.7
"01-20-2023 2100",16.8
"01-20-2023 2200",16.7
"01-20-2023 2300",16.4
"01-21-2023 0000",16.3
"01-21-2023 0100",16.6
"01-21-2023 0200",17.2
"01-21-2023 0300",16.9
"01-21-2023 0400",16.7
"01-21-2023 0500",16.8
"01-21-2023 0600",17.2
"01-21-2023 0700",17.2
"01-21-2023 0800",17.4
"01-21-2023 0900",17.4
"01-21-2023 1000",17.0
"01-21-2023 1100",16.9
"01-21-2023 1200",16.9
"01-21-2023 1300",16.0
"01-21-2023 1400",15.9
"01-21-2023 1500",15.8
"01-21-2023 1600",15.9
"01-21-2023 1700",16.7
"01-21-2023 1800",16.8
"01-21-2023 1900",17.0
"01-21-2023 2000",17.3
"01-21-2023 2100",17.4
"01-21-2023 2200",17.2
"01-21-2023 2300",16.6
"01-22-2023 0000",16.5
"01-22-2023 0100",16.3
"01-22-2023 0200",16.1
"01-22-2023 0300",16.3
"01-22-2023 0400",16.0
"01-22-2023 0500",15.7
"01-22-2023 0600",15.8
"01-22-2023 0700",15.4
"01-22-2023 0800",15.4
"01-22-2023 0900",14.1
"01-22-2023 1000",13.3
"01-22-2023 1100",12.3
"01-22-2023 1200",11.9
"01-22-2023 1300",11.8
"01-22-2023 1400",11.9
"01-22-2023 1500",12.4
"01-22-2023 1600",13.8
"01-22-2023 1700",14.0
"01-22-2023 1800",14.6
"01-22-2023 1900",15.9
"01-22-2023 2000",17.0
"01-22-2023 2100",17.0
"01-22-2023 2200",16.9
"01-22-2023 2300",17.0
"01-23-2023 0000",16.3
"01-23-2023 0100",16.4
"01-23-2023 0200",16.3
"01-23-2023 0300",16.1
"01-23-2023 0400",16.1
"01-23-2023 0500",16.0
"01-23-2023 0600",16.0
"01-23-2023 0700",16.0
"01-23-2023 0800",15.7
"01-23-2023 0900",15.8
"01-23-2023 1000",15.8
"01-23-2023 1100",15.9
"01-23-2023 1200",16.0
"01-23-2023 1300",16.2
"01-23-2023 1400",16.4
"01-23-2023 1500",16.5
"01-23-2023 1600",17.1
"01-23-2023 1700",17.2
"01-23-2023 1800",17.6
"01-23-2023 1900",17.6
"01-23-2023 2000",17.7
"01-23-2023 2100",17.7
"01-23-2023 2200",17.6
"01-23-2023 2300",17.7
"01-24-2023 0000",17.6
"01-24-2023 0100",17.6
"01-24-2023 0200",17.8
"01-24-2023 0300",17.9
"01-24-2023 0400",18.1
"01-24-2023 0500",18.1
"01-24-2023 0600",18.4
"01-24-2023 0700",18.4
"01-24-2023 0800",18.6
"01-24-2023 0900",18.1
"01-24-2023 1000",18.5
"01-24-2023 1100",18.6
"01-24-2023 1200",19.0
"01-24-2023 1300",19.5
"01-24-2023 1400",19.7
"01-24-2023 1500",20.3
"01-24-2023 1600",20.0
"01-24-2023 1700",19.9
"01-24-2023 1800",20.3
"01-24-2023 1900",20.4
"01-24-2023 2000",20.9
"01-24-2023 2100",17.1
"01-24-2023 2200",16.8
"01-24-2023 2300",16.7
"01-25-2023 0000",16.7
"01-25-2023 0100",15.4
"01-25-2023 0200",15.3
"01-25-2023 0300",14.8
"01-25-2023 0400",15.8
"01-25-2023 0500",15.2
"01-25-2023 0600",13.6
"01-25-2023 0700",12.0
"01-25-2023 0800",11.4
"01-25-2023 0900",11.3
"01-25-2023 1000",10.4
"01-25-2023 1100",9.9
"01-25-2023 1200",8.7
"01-25-2023 1300",7.5
"01-25-2023 1400",7.2
"01-25-2023 1500",8.6
"01-25-2023 1600",10.2
"01-25-2023 1700",11.1
"01-25-2023 1800",12.3
"01-25-2023 1900",13.5
"01-25-2023 2000",14.8
"01-25-2023 2100",16.3
"01-25-2023 2200",17.0
"01-25-2023 2300",17.0
"01-26-2023 0000",16.1
"01-26-2023 0100",14.5
"01-26-2023 0200",14.3
"01-26-2023 0300",14.2
"01-26-2023 0400",13.9
"01-26-2023 0500",13.3
"01-26-2023 0600",13.5
"01-26-2023 0700",11.3
"01-26-2023 0800",11.9
"01-26-2023 0900",12.2
"01-26-2023 1000",12.1
"01-26-2023 1100",10.0
"01-26-2023 1200",8.5
"01-26-2023 1300",10.5
"01-26-2023 1400",10.1
"01-26-2023 1500",10.2
"01-26-2023 1600",10.2
"01-26-2023 1700",10.5
"01-26-2023 1800",10.8
"01-26-2023 1900",11.0
"01-26-2023 2000",11.8
"01-26-2023 2100",11.9
"01-26-2023 2200",11.9
"01-26-2023 2300",11.9
"01-27-2023 0000",12.0
"01-27-2023 0100",12.1
"01-27-2023 0200",12.4
"01-27-2023 0300",12.6
"01-27-2023 0400",13.0
"01-27-2023 0500",13.0
"01-27-2023 0600",13.0
"01-27-2023 0700",13.2
"01-27-2023 0800",13.4
"01-27-2023 0900",13.2
"01-27-2023 1000",13.0
"01-27-2023 1100",12.9
"01-27-2023 1200",12.9
"01-27-2023 1300",12.6
"01-27-2023 1400",12.8
"01-27-2023 1500",13.3
"01-27-2023 1600",13.3
"01-27-2023 1700",13.8
"01-27-2023 1800",14.7
"01-27-2023 1900",15.0
"01-27-2023 2000",15.0
"01-27-2023 2100",14.7
"01-27-2023 2200",15.1
"01-27-2023 2300",15.2
"01-28-2023 0000",15.4
"01-28-2023 0100",15.3
"01-28-2023 0200",15.4
"01-28-2023 0300",15.5
"01-28-2023 0400",15.5
"01-28-2023 0500",15.7
"01-28-2023 0600",15.3
"01-28-2023 0700",15.7
"01-28-2023 0800",15.5
"01-28-2023 0900",15.9
"01-28-2023 1000",15.9
"01-28-2023 1100",15.9
"01-28-2023 1200",16.0
"01-28-2023 1300",15.9
"01-28-2023 1400",16.1
"01-28-2023 1500",16.0
"01-28-2023 1600",16.5
"01-28-2023 1700",16.9
"01-28-2023 1800",16.9
"01-28-2023 1900",17.1
"01-28-2023 2000",17.6
"01-28-2023 2100",18.0
"01-28-2023 2200",18.2
"01-28-2023 2300",17.9
"01-29-2023 0000",18.2
"01-29-2023 0100",17.8
"01-29-2023 0200",18.3
"01-29-2023 0300",18.4
"01-29-2023 0400",18.6
"01-29-2023 0500",18.6
"01-29-2023 0600",18.4
"01-29-2023 0700",18.2
"01-29-2023 0800",17.9
"01-29-2023 0900",17.9
"01-29-2023 1000",18.0
"01-29-2023 1100",18.2
"01-29-2023 1200",18.0
"01-29-2023 1300",17.7
"01-29-2023 1400",17.9
"01-29-2023 1500",18.6
"01-29-2023 1600",19.5
"01-29-2023 1700",19.9
"01-29-2023 1800",20.2
"01-29-2023 1900",20.4
"01-29-2023 2000",21.3
"01-29-2023 2100",21.2
"01-29-2023 2200",21.7
"01-29-2023 2300",21.2
"01-30-2023 0000",20.7
"01-30-2023 0100",20.2
"01-30-2023 0200",20.0
"01-30-2023 0300",19.3
"01-30-2023 0400",19.2
"01-30-2023 0500",18.9
"01-30-2023 0600",18.6
"01-30-2023 0700",18.4
"01-30-2023 0800",19.2
"01-30-2023 0900",18.4
"01-30-2023 1000",19.0
"01-30-2023 1100",19.2
"01-30-2023 1200",19.2
"01-30-2023 1300",15.9
"01-30-2023 1400",15.0
"01-30-2023 1500",14.2
"01-30-2023 1600",13.3
"01-30-2023 1700",12.4
"01-30-2023 1800",11.8
"01-30-2023 1900",11.0
"01-30-2023 2000",10.7
"01-30-2023 2100",11.0
"01-30-2023 2200",10.6
"01-30-2023 2300",9.9
"01-31-2023 0000",9.3
"01-31-2023 0100",8.6
"01-31-2023 0200",7.8
"01-31-2023 0300",7.0
"01-31-2023 0400",5.8
"01-31-2023 0500",5.7
"01-31-2023 0600",5.8
"01-31-2023 0700",6.1
"01-31-2023 0800",6.0
"01-31-2023 0900",NA
"01-31-2023 1000",4.6
"01-31-2023 1100",NA
"01-31-2023 1200",NA
"01-31-2023 1300",NA
"01-31-2023 1400",3.8
"01-31-2023 1500",4.1
"01-31-2023 1600",3.8
"01-31-2023 1700",4.4
"01-31-2023 1800",4.0
"01-31-2023 1900",4.6
"01-31-2023 2000",4.7
"01-31-2023 2100",4.4
"01-31-2023 2200",4.3
"01-31-2023 2300",4.4
"02-01-2023 0000",4.4
"02-01-2023 0100",4.0
"02-01-2023 0200",3.5
"02-01-2023 0300",3.5
"02-01-2023 0400",3.4
"02-01-2023 0500",3.3
"02-01-2023 0600",3.3
"02-01-2023 0700",3.2
"02-01-2023 0800",2.5
"02-01-2023 0900",2.1
"02-01-2023 1000",NA
"02-01-2023 1100",2.2
"02-01-2023 1200",NA
"02-01-2023 1300",NA
"02-01-2023 1400",NA
"02-01-2023 1500",NA
"02-01-2023 1600",2.8
"02-01-2023 1700",3.0
"02-01-2023 1800",3.2
"02-01-2023 1900",3.2
"02-01-2023 2000",3.5
"02-01-2023 2100",NA
"02-01-2023 2200",NA
"02-01-2023 2300",NA
"02-02-2023 0000",NA
"02-02-2023 0100",3.5
"02-02-2023 0200",3.4
"02-02-2023 0300",3.2
"02-02-2023 0400",3.2
"02-02-2023 0500",NA
"02-02-2023 0600",NA
"02-02-2023 0700",3.1
"02-02-2023 0800",2.8
"02-02-2023 0900",2.9
"02-02-2023 1000",2.8
"02-02-2023 1100",NA
"02-02-2023 1200",NA
"02-02-2023 1300",NA
"02-02-2023 1400",NA
"02-02-2023 1500",NA
"02-02-2023 1600",NA
"02-02-2023 1700",NA
"02-02-2023 1800",4.4
"02-02-2023 1900",4.9
"02-02-2023 2000",5.7
"02-02-2023 2100",6.9
"02-02-2023 2200",7.2
"02-02-2023 2300",7.4
"02-03-2023 0000",7.7
"02-03-2023 0100",7.3
"02-03-2023 0200",7.1
"02-03-2023 0300",6.3
"02-03-2023 0400",6.2
"02-03-2023 0500",5.0
"02-03-2023 0600",5.0
"02-03-2023 0700",4.6
"02-03-2023 0800",5.5
"02-03-2023 0900",5.8
"02-03-2023 1000",6.0
"02-03-2023 1100",6.1
"02-03-2023 1200",6.2
"02-03-2023 1300",6.2
"02-03-2023 1400",5.8
"02-03-2023 1500",6.0
"02-03-2023 1600",6.6
"02-03-2023 1700",7.4
"02-03-2023 1800",8.2
"02-03-2023 1900",8.6
"02-03-2023 2000",9.5
"02-03-2023 2100",10.8
"02-03-2023 2200",11.7
"02-03-2023 2300",10.9
"02-04-2023 0000",10.5
"02-04-2023 0100",10.3
"02-04-2023 0200",10.2
"02-04-2023 0300",10.3
"02-04-2023 0400",9.9
"02-04-2023 0500",8.8
"02-04-2023 0600",9.5
"02-04-2023 0700",9.2
"02-04-2023 0800",9.4
"02-04-2023 0900",9.2
"02-04-2023 1000",8.8
"02-04-2023 1100",8.3
"02-04-2023 1200",8.9
"02-04-2023 1300",8.9
"02-04-2023 1400",9.0
"02-04-2023 1500",9.6
"02-04-2023 1600",10.5
"02-04-2023 1700",12.9
"02-04-2023 1800",14.8
"02-04-2023 1900",15.2
"02-04-2023 2000",16.8
"02-04-2023 2100",17.4
"02-04-2023 2200",16.9
"02-04-2023 2300",17.0
"02-05-2023 0000",16.7
"02-05-2023 0100",15.4
"02-05-2023 0200",15.7
"02-05-2023 0300",15.7
"02-05-2023 0400",15.2
"02-05-2023 0500",15.4
"02-05-2023 0600",15.1
"02-05-2023 0700",14.9
"02-05-2023 0800",14.7
"02-05-2023 0900",14.3
"02-05-2023 1000",13.8
"02-05-2023 1100",13.3
"02-05-2023 1200",13.4
"02-05-2023 1300",12.0
"02-05-2023 1400",12.3
"02-05-2023 1500",14.1
"02-05-2023 1600",17.1
"02-05-2023 1700",18.8
"02-05-2023 1800",19.4
"02-05-2023 1900",20.0
"02-05-2023 2000",19.9
"02-05-2023 2100",19.9
"02-05-2023 2200",19.8
"02-05-2023 2300",19.4
"02-06-2023 0000",18.7
"02-06-2023 0100",17.7
"02-06-2023 0200",17.3
"02-06-2023 0300",17.1
"02-06-2023 0400",17.1
"02-06-2023 0500",17.1
"02-06-2023 0600",16.7
"02-06-2023 0700",16.5
"02-06-2023 0800",16.4
"02-06-2023 0900",16.6
"02-06-2023 1000",16.4
"02-06-2023 1100",15.7
"02-06-2023 1200",15.9
"02-06-2023 1300",15.9
"02-06-2023 1400",16.3
"02-06-2023 1500",17.2
"02-06-2023 1600",18.9
"02-06-2023 1700",19.2
"02-06-2023 1800",20.2
"02-06-2023 1900",20.9
"02-06-2023 2000",20.6
"02-06-2023 2100",20.3
"02-06-2023 2200",20.1
"02-06-2023 2300",19.7
"02-07-2023 0000",19.2
"02-07-2023 0100",18.5
"02-07-2023 0200",18.7
"02-07-2023 0300",18.5
"02-07-2023 0400",18.6
"02-07-2023 0500",18.3
"02-07-2023 0600",18.4
"02-07-2023 0700",18.4
"02-07-2023 0800",18.5
"02-07-2023 0900",18.1
"02-07-2023 1000",18.5
"02-07-2023 1100",18.6
"02-07-2023 1200",18.7
"02-07-2023 1300",18.5
"02-07-2023 1400",18.5
"02-07-2023 1500",19.4
"02-07-2023 1600",20.2
"02-07-2023 1700",20.8
"02-07-2023 1800",20.7
"02-07-2023 1900",21.1
"02-07-2023 2000",21.1
"02-07-2023 2100",21.1
"02-07-2023 2200",21.3
"02-07-2023 2300",21.1
"02-08-2023 0000",20.7
"02-08-2023 0100",20.1
"02-08-2023 0200",20.1
"02-08-2023 0300",19.9
"02-08-2023 0400",19.7
"02-08-2023 0500",19.3
"02-08-2023 0600",19.5
"02-08-2023 0700",19.0
"02-08-2023 0800",19.3
"02-08-2023 0900",18.8
"02-08-2023 1000",18.4
"02-08-2023 1100",18.2
"02-08-2023 1200",18.2
"02-08-2023 1300",18.2
"02-08-2023 1400",17.9
"02-08-2023 1500",18.6
"02-08-2023 1600",14.4
"02-08-2023 1700",13.2
"02-08-2023 1800",12.9
"02-08-2023 1900",13.6
"02-08-2023 2000",14.3
